buyer_id,preferred_location,latitude,longitude,sqft,BHK,budget_price
142,Hebbal,13.040839,77.59803,2612,3,20925388
143,Whitefield,12.963812,77.75922,1234,2,6364015
144,Indiranagar,12.966323,77.642737,1829,1,24042107
145,Jayanagar,12.929406,77.587496,1416,2,15496969
146,Jayanagar,12.918314,77.589645,2942,2,26739278
147,Hebbal,13.027073,77.602308,3364,4,29739783
148,Indiranagar,12.962063,77.649166,3250,3,44078305
149,Hebbal,13.041074,77.587058,1244,2,9594479
150,BTM,12.917493,77.614446,3626,2,28008102
151,Whitefield,12.970047,77.747313,3362,4,20357228
152,Indiranagar,12.981159,77.635167,2895,4,34419838
153,Indiranagar,12.967147,77.635326,764,5,8471375
154,BTM,12.920944,77.608188,2098,2,15384387
155,Indiranagar,12.966452,77.634992,1866,3,26532126
156,Indiranagar,12.974761,77.632369,1678,4,21367419
157,Hebbal,13.035267,77.606204,2811,5,24170124
158,Hebbal,13.027354,77.594219,3478,1,23231139
159,Electronic City,12.841823,77.657892,642,1,2603818
160,Jayanagar,12.92089,77.58504,3249,3,40790507
161,Indiranagar,12.968702,77.638055,3631,4,42634659
162,BTM,12.908225,77.609904,3505,2,22933669
163,Jayanagar,12.923646,77.600937,3579,3,36987933
164,Hebbal,13.030339,77.601461,962,4,8525541
165,Indiranagar,12.971048,77.64017,1059,5,11688374
166,Hebbal,13.031109,77.600788,3512,3,32500897
167,Whitefield,12.97577,77.750204,2701,4,12727038
168,Hebbal,13.037479,77.588207,2565,2,23950293
169,Whitefield,12.966325,77.743769,1930,5,11355159
170,Electronic City,12.84058,77.666902,3345,4,15456700
171,Whitefield,12.972157,77.756818,1945,5,11084610
172,Electronic City,12.846016,77.661756,3422,2,14941183
173,Electronic City,12.844345,77.660416,3788,5,18940203
174,Electronic City,12.840179,77.662194,3981,4,17009567
175,Hebbal,13.036555,77.589088,3194,4,30309795
176,BTM,12.923234,77.602646,2607,5,15633119
177,Indiranagar,12.973176,77.645646,2128,5,21745974
178,BTM,12.916777,77.606617,3281,5,27135702
179,Electronic City,12.849224,77.66127,1099,3,5078764
180,Indiranagar,12.962393,77.633506,3713,1,40928686
181,BTM,12.921039,77.604843,718,1,5316880
182,Electronic City,12.851689,77.662252,3177,3,13681477
183,Jayanagar,12.918982,77.6008,1522,2,16788482
184,Indiranagar,12.977265,77.644032,2494,5,29402571
185,Electronic City,12.837708,77.669773,1654,4,7007720
186,Jayanagar,12.926621,77.588621,2238,2,25659821
187,Indiranagar,12.971812,77.63557,2930,4,41571490
188,Jayanagar,12.926104,77.596545,2999,5,30305290
189,Hebbal,13.04199,77.60231,3347,3,28567287
190,Jayanagar,12.930449,77.600515,2832,5,30314328
191,Jayanagar,12.920793,77.586089,2380,5,26015190
192,Electronic City,12.84578,77.668164,2979,4,13576369
193,Electronic City,12.839415,77.658054,2314,5,10440897
194,Hebbal,13.040962,77.594886,2609,1,23329056
195,BTM,12.909979,77.618311,1091,3,7099647
196,Indiranagar,12.972661,77.642885,1340,4,16450872
197,Indiranagar,12.975973,77.650215,1850,3,18687276
198,Hebbal,13.042768,77.589971,1524,1,12959984
199,Electronic City,12.845186,77.650649,2217,2,9415912
200,Jayanagar,12.926533,77.58774,2430,4,24099586
201,Whitefield,12.961882,77.752916,2212,2,12519353
202,Hebbal,13.045296,77.606889,2250,3,19301598
203,Jayanagar,12.92048,77.600991,3846,2,44110697
204,Jayanagar,12.926866,77.595916,1507,5,19345916
205,Jayanagar,12.924989,77.596045,3203,3,33690259
206,Jayanagar,12.93496,77.593272,3245,1,28925189
207,Jayanagar,12.920733,77.594565,994,3,9041051
208,Jayanagar,12.930349,77.588891,997,1,10917279
209,Hebbal,13.037271,77.604693,2307,1,17717509
210,Hebbal,13.04281,77.600344,1971,2,16659087
211,BTM,12.912769,77.6111,1344,2,10807657
212,BTM,12.909814,77.603182,974,3,6784619
213,Hebbal,13.02838,77.591206,2113,4,20149206
214,Electronic City,12.850079,77.650534,946,2,3887319
215,Hebbal,13.029839,77.60593,3902,5,25646085
216,BTM,12.912043,77.614114,1569,1,13160933
217,Electronic City,12.842012,77.666365,3129,5,14916892
218,Indiranagar,12.975949,77.650331,2050,5,24612588
219,Hebbal,13.037167,77.596533,3005,1,19434755
220,Indiranagar,12.979363,77.645407,2605,1,31853220
221,BTM,12.907985,77.606364,1120,1,6796301
222,Electronic City,12.846943,77.656877,2570,1,10409220
223,Electronic City,12.852386,77.653446,841,5,3629141
224,Whitefield,12.968113,77.744936,3952,2,19845225
225,Indiranagar,12.970315,77.648834,3478,1,42860426
226,Jayanagar,12.932061,77.59063,1594,4,16483055
227,Hebbal,13.039751,77.589109,946,4,7184810
228,Hebbal,13.041013,77.596205,3832,2,33887078
229,BTM,12.909321,77.616953,2963,2,20346478
230,Whitefield,12.966889,77.741695,3991,4,20482934
231,Indiranagar,12.965405,77.636549,1815,2,22819952
232,Indiranagar,12.964359,77.639004,2117,5,30242589
233,Jayanagar,12.927592,77.594539,3749,4,46178394
234,BTM,12.9146,77.609087,1331,1,7487930
235,Electronic City,12.840196,77.65064,2414,2,12304834
236,BTM,12.912813,77.60288,2834,5,16616296
237,Whitefield,12.973159,77.744891,3380,4,18726611
238,Hebbal,13.038079,77.590151,1596,1,10623758
239,BTM,12.91258,77.609121,2902,3,16377883
240,Jayanagar,12.924041,77.590037,733,1,6907850
241,Electronic City,12.854151,77.653568,1217,5,6036069
242,Hebbal,13.036736,77.592731,1361,1,10676287
243,Indiranagar,12.979383,77.647559,1182,3,13485513
244,Hebbal,13.033847,77.602889,3396,4,28426974
245,BTM,12.926326,77.614266,3260,4,24693932
246,Jayanagar,12.923738,77.591649,3701,2,48748140
247,Electronic City,12.837126,77.661006,3955,4,17109229
248,Electronic City,12.837036,77.651121,1410,4,5728805
249,Indiranagar,12.976908,77.640793,2624,3,25857226
250,Hebbal,13.037565,77.590802,1360,4,10248912
251,Hebbal,13.026409,77.600295,2887,2,20563936
252,Whitefield,12.975469,77.744746,1742,2,10378395
253,Indiranagar,12.971187,77.651073,1910,4,19642356
254,Electronic City,12.837918,77.654917,3545,2,13036209
255,Jayanagar,12.921535,77.602634,2612,1,25056752
256,Indiranagar,12.969021,77.644896,1504,2,19196258
257,Hebbal,13.026882,77.603854,849,5,7463114
258,Indiranagar,12.971079,77.640697,2898,5,35864586
259,Hebbal,13.033393,77.592785,1628,1,13340816
260,BTM,12.918976,77.613277,1653,5,11451652
261,Electronic City,12.838848,77.668339,915,4,3307462
262,Hebbal,13.02757,77.595938,3222,1,22362537
263,Electronic City,12.839406,77.650889,3886,2,17655459
264,Indiranagar,12.973386,77.646671,1800,5,22887472
265,Jayanagar,12.919242,77.597635,1624,3,20950971
266,Hebbal,13.029186,77.603054,3832,3,29179459
267,Electronic City,12.847938,77.663629,2372,4,11856408
268,Electronic City,12.848588,77.668609,998,1,5091328
269,Indiranagar,12.977657,77.637438,1550,2,17599357
270,BTM,12.907852,77.61623,703,4,5774975
271,BTM,12.916723,77.604977,2473,3,17527477
272,Indiranagar,12.979207,77.644601,3618,5,50510615
273,Hebbal,13.042862,77.60213,3503,1,22979192
274,Indiranagar,12.973744,77.634493,2596,2,33243587
275,Hebbal,13.044047,77.588708,904,4,8132255
276,Indiranagar,12.97763,77.636544,2125,2,29044592
277,Jayanagar,12.934616,77.595898,3251,3,28917613
278,Jayanagar,12.929088,77.597843,3125,1,30568652
279,Electronic City,12.84739,77.650967,2514,4,10386717
280,Indiranagar,12.977638,77.632101,2024,5,27267172
281,Jayanagar,12.930309,77.595569,2899,3,38141291
282,Indiranagar,12.9649,77.637274,3089,5,38906134
283,Whitefield,12.96465,77.742358,2258,4,13688966
284,Indiranagar,12.968678,77.636223,3892,3,55003244
285,Whitefield,12.964861,77.757054,3601,2,22067518
286,Indiranagar,12.981368,77.635085,1819,5,18682155
287,Electronic City,12.852391,77.664932,1817,2,8020493
288,Whitefield,12.972577,77.75666,1914,4,9305680
289,Hebbal,13.034687,77.59202,3065,3,22123926
290,Electronic City,12.840025,77.662753,2061,5,9817381
291,Hebbal,13.033765,77.60582,3399,1,28815618
292,Indiranagar,12.978096,77.632721,3149,2,30453939
293,BTM,12.916206,77.617973,3836,3,24907336
294,Hebbal,13.031886,77.587781,2899,4,23689524
295,Hebbal,13.042696,77.594518,3612,3,33720216
296,Hebbal,13.036416,77.588794,2242,1,20344226
297,Jayanagar,12.920471,77.603096,766,4,7403976
298,Indiranagar,12.964603,77.641977,2467,5,33014828
299,Jayanagar,12.933155,77.597669,1016,4,11806196
300,Jayanagar,12.930059,77.587995,2089,4,27464907
301,Hebbal,13.030299,77.59982,881,3,5710722
302,Electronic City,12.849521,77.658695,820,5,3359588
303,BTM,12.912237,77.618244,1853,2,12406488
304,Jayanagar,12.920421,77.589676,3055,4,33523055
305,Jayanagar,12.919245,77.595929,2631,3,28406180
306,BTM,12.907152,77.620062,1524,3,11833840
307,Electronic City,12.848262,77.65286,2581,1,12513528
308,Indiranagar,12.970306,77.635801,2977,3,41591340
309,Hebbal,13.045218,77.599527,1250,3,9730468
310,Electronic City,12.838712,77.667191,934,1,4782535
311,Jayanagar,12.91777,77.594308,2337,2,26131821
312,Electronic City,12.843817,77.669564,2990,4,15976436
313,Indiranagar,12.97006,77.645876,3649,5,44173736
314,Whitefield,12.963268,77.753204,1298,3,7489980
315,Electronic City,12.839205,77.660112,2624,5,11179358
316,BTM,12.913305,77.605386,709,3,5433276
317,Hebbal,13.032524,77.597687,1441,5,12599993
318,Whitefield,12.974993,77.758194,2447,3,13925536
319,BTM,12.916892,77.605362,831,2,6420941
320,Whitefield,12.971845,77.746991,1981,3,8816583
321,BTM,12.920177,77.600481,2106,2,16655267
322,Electronic City,12.851141,77.661889,3172,5,15483290
323,Whitefield,12.979686,77.754895,1677,3,9959128
324,Indiranagar,12.968385,77.642522,2537,4,33002391
325,Electronic City,12.841515,77.662056,3142,2,13742164
326,Jayanagar,12.928514,77.602334,3854,4,34923822
327,Jayanagar,12.933226,77.586247,3830,4,49009650
328,BTM,12.924349,77.610535,1505,1,9210403
329,Indiranagar,12.976318,77.646572,3479,2,49162722
330,Electronic City,12.847493,77.661694,2638,2,10134499
331,Hebbal,13.042314,77.603218,2695,3,17379975
332,Indiranagar,12.970141,77.631946,809,3,9704891
333,Electronic City,12.855273,77.659768,1059,2,4730503
334,Jayanagar,12.916815,77.597111,2965,2,36354963
335,Whitefield,12.961719,77.744408,1126,5,5934921
336,Indiranagar,12.974796,77.63884,826,4,9390893
337,Indiranagar,12.979378,77.645038,3036,5,32154388
338,BTM,12.922893,77.605563,2485,4,15560902
339,Hebbal,13.040949,77.602656,1621,5,15195824
340,Whitefield,12.970542,77.751359,2123,4,10567450
341,Indiranagar,12.978099,77.644791,2322,1,23566072
342,Hebbal,13.035936,77.605975,984,1,8496282
343,Jayanagar,12.917225,77.598709,1889,4,19987796
344,Hebbal,13.044911,77.588289,2515,4,18042095
345,Indiranagar,12.969386,77.633699,2309,2,23604864
346,BTM,12.915249,77.611681,2679,1,20543129
347,BTM,12.91965,77.602765,1534,4,11644455
348,Jayanagar,12.933723,77.58615,2198,2,28786936
349,BTM,12.915323,77.613871,3246,1,23093755
350,Indiranagar,12.97137,77.642645,810,5,10115051
351,Hebbal,13.032937,77.587554,3168,3,22291448
352,Whitefield,12.973416,77.740471,2601,1,15447599
353,Indiranagar,12.967404,77.648763,1845,3,19857567
354,Hebbal,13.038646,77.591924,2198,2,15015610
355,Electronic City,12.852689,77.665903,1793,2,8019442
356,Whitefield,12.966719,77.757573,3062,1,18374067
357,Hebbal,13.036553,77.58948,813,1,7091550
358,Electronic City,12.842128,77.659547,2612,3,11732508
359,Whitefield,12.964098,77.745501,1501,2,7383538
360,Electronic City,12.840964,77.658367,3023,5,13329033
361,BTM,12.913289,77.619444,1161,1,9041965
362,Electronic City,12.84099,77.653258,2565,5,12938326
363,Hebbal,13.045117,77.597638,853,4,6130647
364,BTM,12.922355,77.60203,1766,5,10446872
365,Hebbal,13.032233,77.594579,2284,5,20499686
366,Electronic City,12.837225,77.650483,1937,5,10250931
367,Hebbal,13.044082,77.603529,1228,4,10403689
368,Jayanagar,12.916431,77.599614,2563,1,27208806
369,BTM,12.923956,77.607003,1322,1,10839992
370,Electronic City,12.846021,77.660904,3542,1,13362335
371,Hebbal,13.042329,77.589895,2722,1,22128062
372,Electronic City,12.845524,77.65557,785,4,3806137
373,Hebbal,13.039698,77.59458,3164,3,26237245
374,Electronic City,12.837444,77.659919,3417,1,12395056
375,BTM,12.926571,77.600947,1844,2,14950206
376,Electronic City,12.85148,77.655886,1872,3,9791858
377,Indiranagar,12.968465,77.650553,1615,2,22519574
378,Electronic City,12.837584,77.657114,2488,2,10541486
379,Whitefield,12.965702,77.742335,2763,2,17797457
380,BTM,12.916808,77.604421,3493,4,25397608
381,Whitefield,12.977004,77.759633,1889,5,11826342
382,Whitefield,12.977931,77.749635,1871,2,9905470
383,Whitefield,12.973472,77.755159,2363,4,11964923
384,BTM,12.916917,77.611883,781,4,4376295
385,Electronic City,12.838268,77.65388,3045,2,15202513
386,Hebbal,13.034878,77.589298,1005,1,6662896
387,Whitefield,12.964673,77.740403,1331,1,6404404
388,Indiranagar,12.972378,77.631546,1711,2,22795967
389,Jayanagar,12.919652,77.587384,1823,1,19167827
390,Jayanagar,12.920585,77.601944,2389,5,23939858
391,Electronic City,12.848026,77.656904,1776,1,9290338
392,Indiranagar,12.970782,77.644139,2961,3,38871978
393,Hebbal,13.029706,77.597468,2366,5,20563600
394,BTM,12.91142,77.615628,3993,3,22990185
395,Electronic City,12.842249,77.654192,3848,2,14952462
396,Whitefield,12.97179,77.75114,3920,3,25691899
397,Whitefield,12.975563,77.750885,1826,3,10888101
398,Indiranagar,12.974272,77.648857,2508,1,24682390
399,Jayanagar,12.926695,77.597863,1109,5,11058858
400,Electronic City,12.851644,77.651338,3380,4,12699095
401,Electronic City,12.850316,77.650708,988,3,3624964
402,Electronic City,12.844455,77.653717,3734,1,18099226
403,Indiranagar,12.977464,77.639133,2257,2,29537292
404,Whitefield,12.969742,77.754884,3558,3,22421238
405,Indiranagar,12.979422,77.644058,3646,3,44722530
406,BTM,12.909239,77.60311,3023,2,17271064
407,Electronic City,12.849287,77.661506,3099,4,12650716
408,Electronic City,12.836372,77.652689,681,2,3021565
409,Indiranagar,12.97491,77.643582,3069,5,41740383
410,Electronic City,12.844749,77.65073,1462,4,5292069
411,Hebbal,13.038754,77.601038,3668,4,33987879
412,Whitefield,12.969048,77.747638,1976,4,9937400
413,Electronic City,12.854218,77.659728,1575,1,5845251
414,Electronic City,12.838299,77.664461,1423,1,6900299
415,Electronic City,12.839006,77.663488,2635,3,9629216
416,Hebbal,13.045604,77.601964,2071,5,14050323
417,Hebbal,13.032159,77.590378,3036,4,23003366
418,Jayanagar,12.926846,77.589753,1755,5,16735342
419,BTM,12.913379,77.607081,2069,2,12439792
420,Whitefield,12.96525,77.751891,1489,1,8706975
421,Jayanagar,12.916088,77.585811,1723,1,15246840
422,BTM,12.914936,77.604612,1973,4,12225921
423,Indiranagar,12.97077,77.645525,1719,4,22137054
424,Hebbal,13.028299,77.589961,1829,4,14050692
425,BTM,12.906844,77.601819,1259,3,7889978
426,Electronic City,12.838492,77.662757,3049,3,14125368
427,Electronic City,12.850666,77.65483,1676,5,8123045
428,BTM,12.915876,77.601459,2528,1,17159008
429,BTM,12.92533,77.606641,3896,5,28548970
430,Indiranagar,12.976558,77.634479,1643,3,18163693
431,Indiranagar,12.981633,77.635925,2966,1,29788664
432,Whitefield,12.962079,77.742986,2274,5,12215429
433,Whitefield,12.960407,77.754906,3523,1,21314151
434,Jayanagar,12.920459,77.601779,1578,1,18678248
435,Whitefield,12.962894,77.744084,3798,2,18815713
436,Jayanagar,12.91535,77.596644,604,2,5760492
437,Electronic City,12.851768,77.667905,2039,5,8880161
438,Hebbal,13.02736,77.605406,1496,5,12912111
439,Indiranagar,12.97886,77.641651,3990,5,57219426
440,Hebbal,13.044241,77.59963,1421,5,11314547
441,Jayanagar,12.922823,77.595551,1647,2,18954249
442,Jayanagar,12.933668,77.59693,3298,2,40115050
443,Hebbal,13.034718,77.605619,3360,1,21641044
444,Indiranagar,12.981649,77.632704,741,5,8774392
445,Jayanagar,12.932374,77.594243,1499,5,18193565
446,Electronic City,12.842849,77.662688,778,3,4184428
447,Electronic City,12.835632,77.651787,2315,3,10628841
448,Electronic City,12.845673,77.659469,2961,5,15088080
449,Electronic City,12.852521,77.656889,1938,3,8188930
450,Whitefield,12.96326,77.749888,2685,1,15816189
451,Hebbal,13.040718,77.597772,3107,3,20699075
452,Indiranagar,12.971668,77.646942,1266,4,15149450
453,Hebbal,13.032892,77.600624,3590,4,30327851
454,Electronic City,12.852968,77.664435,3081,5,13666345
455,Indiranagar,12.974935,77.650321,3246,2,46013798
456,Jayanagar,12.928085,77.590807,812,1,7869672
457,BTM,12.908428,77.608665,3973,5,32184390
458,Indiranagar,12.976928,77.646822,2810,4,36293325
459,Hebbal,13.04115,77.587385,2706,1,25540985
460,Indiranagar,12.970105,77.634901,3564,1,34592368
461,BTM,12.923242,77.609991,1525,2,9756782
462,Indiranagar,12.964618,77.634356,844,4,10742187
463,Whitefield,12.97972,77.743632,3993,5,25569767
464,BTM,12.910156,77.617648,1895,3,10764032
465,Jayanagar,12.934296,77.58452,623,3,8038658
466,Jayanagar,12.915396,77.603565,2645,2,26078101
467,Jayanagar,12.934718,77.588081,3147,5,39677730
468,BTM,12.922425,77.604277,865,3,7111515
469,Indiranagar,12.974686,77.643928,2369,1,23928224
470,Whitefield,12.978151,77.754946,1175,2,7055376
471,Jayanagar,12.934312,77.592197,2377,4,28607244
472,Electronic City,12.848635,77.655676,1974,1,8398098
473,Electronic City,12.847178,77.66894,1717,3,6603237
474,Hebbal,13.029504,77.592474,3609,1,31955662
475,Whitefield,12.969078,77.752787,3379,3,17330759
476,Electronic City,12.843944,77.667691,1926,1,9034947
477,Hebbal,13.038956,77.591412,1386,5,9083205
478,Jayanagar,12.928709,77.593074,3996,3,38925046
479,Hebbal,13.032671,77.589808,1660,4,11505961
480,Hebbal,13.036067,77.599349,3518,4,31972558
481,Electronic City,12.843283,77.668824,2400,2,10583624
482,BTM,12.911774,77.619811,1907,4,12026439
483,Jayanagar,12.925064,77.592334,3601,2,47409937
484,Hebbal,13.041399,77.605097,840,1,6803002
485,Whitefield,12.978241,77.751477,1989,5,12798096
486,Indiranagar,12.964196,77.633358,2439,4,27672148
487,BTM,12.917945,77.61212,3556,4,26255159
488,Jayanagar,12.92016,77.585898,1618,4,15057711
489,Hebbal,13.038864,77.60426,2259,5,17666405
490,Jayanagar,12.931895,77.590839,2534,5,28250809
491,Electronic City,12.84776,77.65041,3996,3,18426298
492,Hebbal,13.041088,77.602805,1277,2,8490992
493,Indiranagar,12.968563,77.641504,2907,3,37263828
494,Jayanagar,12.932613,77.590018,1083,3,11921249
495,BTM,12.913248,77.601387,1228,1,7601769
496,Jayanagar,12.923385,77.602329,3905,4,42117996
497,Jayanagar,12.918942,77.603734,1464,2,17710743
498,Jayanagar,12.932625,77.589949,3964,2,38427934
499,Hebbal,13.041791,77.601267,621,5,4689546
500,Electronic City,12.841596,77.656264,3849,4,16405861
501,Jayanagar,12.924949,77.594757,3431,4,44443382
502,Whitefield,12.977136,77.751684,2269,4,13987690
503,Jayanagar,12.915182,77.592724,2140,5,27260327
504,BTM,12.906605,77.601936,1926,2,13039957
505,Whitefield,12.971558,77.757993,3399,3,18892941
506,Whitefield,12.970499,77.741992,1099,1,4940839
507,BTM,12.909189,77.618783,2104,3,17211795
508,Whitefield,12.964459,77.753928,1539,5,8645605
509,BTM,12.915276,77.612813,3016,4,25060882
510,Electronic City,12.846009,77.656305,629,1,3360549
511,Electronic City,12.852561,77.658413,3673,2,16413513
512,Indiranagar,12.978642,77.631492,3316,4,39977021
513,Hebbal,13.038257,77.606175,1751,1,14380530
514,BTM,12.907185,77.609701,1725,5,13171993
515,Indiranagar,12.973182,77.644376,1576,2,18536883
516,Electronic City,12.849106,77.650328,959,5,3825405
